Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Month_Name,Quarter,Hierarchical_Cluster,PCA1,PCA2
SC-13762,2024-07-12,Hamburg,Dubai,Air,Textiles,8206.1,262.06,1.38,4.3,Hurricane,0.997,3.85,1,2024,7,July,3,0,-0.4488923737367771,-1.99734771855318
SC-13763,2025-02-05,Shanghai,Antwerp,Sea,Textiles,4675.21,449.42,4.43,3.3,Storm,0.618,22.76,1,2025,2,February,1,1,-0.300457377863906,0.8993238575118124
SC-13764,2024-10-29,Busan,Hamburg,Air,Pharmaceuticals,7645.88,83.03,3.81,8.8,Clear,0.62,0.69,1,2024,10,October,4,4,-0.35803119083871615,1.715116460930945
SC-13765,2025-10-23,Busan,Singapore,Sea,Automotive,4849.16,402.25,2.82,7.9,Fog,0.843,14.22,0,2025,10,October,4,0,-0.3203094395305158,-0.9615909555131893
SC-13766,2024-02-25,Dubai,Marseille,Road,Pharmaceuticals,9143.19,396.19,1.49,6.3,Fog,0.93,10.75,0,2024,2,February,1,0,0.14706951117574218,-2.1532183191404615
SC-13767,2024-09-02,Singapore,Shanghai,Rail,Perishables,6790.74,64.46,3.16,3.4,Rain,0.694,6.31,0,2024,9,September,3,2,-0.6128116265473321,1.1037827715565918
SC-13768,2025-05-21,Los Angeles,Rotterdam,Sea,Perishables,2883.88,199.88,3.7,7.0,Clear,0.938,4.97,0,2025,5,May,2,1,-1.1510276386300131,-0.017745983890600923
SC-13769,2025-01-30,Singapore,Los Angeles,Road,Pharmaceuticals,2190.45,85.91,1.83,8.4,Hurricane,0.67,14.64,1,2025,1,January,1,2,-0.5956859997143888,0.14492365765573373
SC-13770,2024-04-25,Hamburg,Busan,Rail,Textiles,8427.09,128.11,3.08,5.9,Storm,0.599,23.35,1,2024,4,April,2,4,0.5985712976640153,1.1697628196439802
SC-13771,2024-09-03,Antwerp,Rotterdam,Road,Pharmaceuticals,13584.99,132.36,3.89,7.8,Rain,0.665,14.19,1,2024,9,September,3,4,1.118873527821016,1.4440606353640804
SC-13772,2025-05-26,Busan,Los Angeles,Air,Pharmaceuticals,5487.39,278.56,3.74,7.5,Rain,0.805,0.5,0,2025,5,May,2,1,-0.8653000882012816,0.25986169558175465
SC-13773,2025-10-15,Dubai,Marseille,Sea,Textiles,11128.5,206.29,3.85,5.7,Fog,0.684,29.34,1,2025,10,October,4,3,1.2330910913251911,1.0922531992767734
SC-13774,2025-08-31,Singapore,Shanghai,Sea,Automotive,10050.59,473.92,4.1,3.1,Fog,0.836,24.17,0,2025,8,August,3,4,0.5825625607503474,-0.24958900301974393
SC-13775,2024-03-13,Antwerp,Rotterdam,Rail,Pharmaceuticals,14007.55,64.06,4.29,7.5,Clear,0.618,14.4,0,2024,3,March,1,4,1.177770190134971,2.1456762586069917
SC-13776,2025-06-24,Los Angeles,Dubai,Air,Electronics,12404.22,486.87,2.54,2.1,Hurricane,0.85,6.2,1,2025,6,June,2,0,0.1601843909008136,-1.3848948302650015
SC-13777,2024-01-13,Dubai,Rotterdam,Road,Pharmaceuticals,8715.78,116.09,3.08,7.8,Storm,0.674,21.91,0,2024,1,January,1,4,0.6959537479591844,0.8971892418915743
SC-13778,2025-01-04,Shanghai,Busan,Road,Pharmaceuticals,10026.94,386.66,3.81,8.0,Hurricane,0.728,49.853750000000005,1,2025,1,January,1,3,2.093309354107501,0.22036093626433262
SC-13779,2024-11-20,Singapore,Rotterdam,Road,Pharmaceuticals,13526.6,170.15,3.5,8.2,Hurricane,0.779,49.853750000000005,1,2024,11,November,4,3,2.694664595308236,0.5798989931175187
SC-13780,2024-05-15,Los Angeles,Rotterdam,Rail,Electronics,6293.02,72.4,4.49,4.7,Fog,0.843,7.53,1,2024,5,May,2,1,-0.6380919923360927,1.3770213683076893
SC-13781,2025-01-31,Antwerp,Busan,Road,Textiles,5238.52,429.09,1.25,1.9,Hurricane,0.619,27.15,1,2025,1,January,1,2,0.01214779453469504,-1.1780338479513661
SC-13782,2025-08-05,Shanghai,Singapore,Sea,Electronics,656.76,155.12,2.37,1.0,Fog,0.918,1.17,0,2025,8,August,3,0,-2.0355129588468928,-0.6234725021832549
SC-13783,2025-03-06,Los Angeles,Singapore,Air,Automotive,12484.99,329.77,2.13,7.4,Storm,0.861,2.97,1,2025,3,March,1,0,0.4217323165658553,-1.212158635143213
SC-13784,2025-01-09,Los Angeles,Shanghai,Air,Electronics,12114.22,283.66,2.07,8.9,Fog,0.617,1.45,0,2025,1,January,1,3,0.46218285150432653,-0.1486804068731377
SC-13785,2025-07-13,Rotterdam,Hamburg,Sea,Electronics,2014.59,236.41,1.93,6.5,Rain,0.987,4.83,0,2025,7,July,3,0,-1.2800547758693046,-1.538818254040591
SC-13786,2025-11-30,Dubai,Hamburg,Sea,Perishables,8864.43,248.41,3.54,1.4,Hurricane,0.832,49.853750000000005,1,2025,11,November,4,3,1.4456859295058098,0.1850336566959741
SC-13787,2024-06-25,Hamburg,Shanghai,Air,Textiles,7227.73,366.39,1.48,9.3,Rain,0.726,1.35,0,2024,6,June,2,0,-0.3213889817972695,-1.2893321592259768
SC-13788,2025-04-27,Shanghai,Dubai,Sea,Pharmaceuticals,2221.28,44.8,3.65,9.9,Storm,0.579,13.8,1,2025,4,April,2,2,-0.5691456305153457,1.867688702571124
SC-13789,2024-03-15,Shanghai,Rotterdam,Road,Pharmaceuticals,14718.24,334.42,3.49,4.3,Hurricane,0.767,49.853750000000005,1,2024,3,March,1,3,2.6102927212651745,0.08993522911521494
SC-13790,2024-01-18,Singapore,Rotterdam,Sea,Pharmaceuticals,3613.09,448.01,2.03,5.9,Rain,0.582,8.41,0,2024,1,January,1,2,-0.8265246359702636,-0.6123530791008327
SC-13791,2025-08-24,Busan,Shanghai,Road,Textiles,1474.9,29.84,2.03,7.8,Rain,0.715,2.02,1,2025,8,August,3,2,-1.324324406857738,0.31032827002582775
SC-13792,2024-03-10,Antwerp,Busan,Rail,Automotive,9125.29,71.19,3.28,7.4,Hurricane,0.704,49.853750000000005,1,2024,3,March,1,3,1.9565268144463825,1.0685939484459015
SC-13793,2024-01-15,Singapore,Los Angeles,Road,Automotive,11213.57,358.6,3.72,9.7,Rain,0.86,12.3,1,2024,1,January,1,1,0.721311562196055,-0.26261388544260406
SC-13794,2024-09-25,Dubai,Rotterdam,Sea,Pharmaceuticals,970.43,219.2,4.09,1.1,Hurricane,0.596,12.27,1,2024,9,September,3,1,-1.481774142044498,1.5818073192036395
SC-13795,2024-08-08,Hamburg,Dubai,Air,Pharmaceuticals,10051.41,202.37,4.01,5.8,Clear,0.911,0.93,1,2024,8,August,3,1,-0.2491500422828031,0.3280841696461697
SC-13796,2024-02-10,Los Angeles,Busan,Air,Automotive,8218.23,69.35,4.38,6.9,Clear,0.663,0.5,1,2024,2,February,1,4,-0.4351221215966382,2.004774092399043
SC-13797,2024-03-02,Shanghai,Antwerp,Sea,Perishables,1997.34,253.88,3.12,8.9,Hurricane,0.722,32.36,1,2024,3,March,1,3,0.11336436277026721,0.2131616664557165
SC-13798,2025-02-11,Busan,Marseille,Sea,Electronics,3001.6,64.15,4.2,8.7,Rain,0.886,7.17,1,2025,2,February,1,1,-0.9134782849764805,0.9845420066615799
SC-13799,2025-06-02,Los Angeles,Shanghai,Rail,Textiles,8735.63,238.83,3.87,9.8,Rain,0.813,9.67,1,2025,6,June,2,1,0.22342420145326736,0.4375748736903698
SC-13800,2024-10-20,Dubai,Shanghai,Air,Textiles,4797.19,382.04,4.15,5.1,Rain,0.654,0.61,1,2024,10,October,4,1,-1.1261118812669413,0.7929071301338637
SC-13801,2025-10-05,Singapore,Dubai,Rail,Textiles,14105.58,129.87,1.24,8.3,Storm,0.693,41.65,1,2025,10,October,4,4,2.544774561149116,-0.47215883984946805
SC-13802,2025-12-30,Dubai,Los Angeles,Sea,Pharmaceuticals,12371.73,240.91,4.39,4.3,Rain,0.653,25.6,0,2025,12,December,4,3,1.158240237616695,1.4803697051506197
SC-13803,2025-05-28,Los Angeles,Dubai,Road,Textiles,14761.72,496.02,2.76,4.2,Clear,0.797,10.27,1,2025,5,May,2,0,0.8722159814875277,-1.0768454425989862
SC-13804,2025-03-01,Shanghai,Rotterdam,Road,Electronics,4265.23,343.64,3.83,2.5,Fog,0.666,3.54,0,2025,3,March,1,1,-1.2501811487992616,0.6898984930203987
SC-13805,2025-03-09,Busan,Los Angeles,Air,Perishables,14560.99,420.84,1.62,8.2,Hurricane,0.863,8.63,1,2025,3,March,1,0,1.0767039216365966,-1.8915577587993906
SC-13806,2025-12-19,Shanghai,Busan,Air,Automotive,6752.89,208.01,2.51,9.9,Hurricane,0.79,4.39,1,2025,12,December,4,0,-0.26554822876861284,-0.2931529975079342
SC-13807,2025-02-15,Busan,Los Angeles,Sea,Automotive,5539.02,384.16,2.1,2.6,Storm,0.573,26.08,1,2025,2,February,1,2,0.044160770062076304,-0.26797452142705197
SC-13808,2024-03-25,Shanghai,Antwerp,Air,Electronics,1230.07,21.21,2.16,0.6,Fog,0.655,0.5,0,2024,3,March,1,2,-1.917163075455886,0.7458290001194308
SC-13809,2025-10-17,Shanghai,Singapore,Sea,Automotive,1265.1,62.33,1.61,8.2,Hurricane,0.611,19.25,1,2025,10,October,4,2,-0.5324315244198076,0.30802222413555347
SC-13810,2025-07-03,Singapore,Dubai,Road,Automotive,10534.16,102.33,3.86,6.2,Storm,0.695,24.58,1,2025,7,July,3,3,0.9660250516129685,1.4158622226486846
SC-13811,2025-07-04,Singapore,Marseille,Road,Automotive,7139.97,201.57,1.23,9.6,Fog,0.758,9.26,0,2025,7,July,3,0,0.04908736154579944,-1.011642985148338
SC-13812,2025-09-22,Antwerp,Busan,Sea,Pharmaceuticals,3784.56,423.03,2.23,2.5,Fog,0.753,9.42,1,2025,9,September,3,2,-1.0349707222272944,-1.0225266784184834
SC-13813,2024-06-05,Dubai,Shanghai,Sea,Perishables,9402.57,173.79,1.78,0.7,Fog,0.877,20.47,0,2024,6,June,2,0,0.25184211968766834,-0.9048513724265748
SC-13814,2024-10-11,Shanghai,Marseille,Rail,Electronics,4166.44,327.66,3.14,4.9,Fog,0.595,5.27,0,2024,10,October,4,1,-0.979797367339455,0.5284795939801382
SC-13815,2024-03-26,Rotterdam,Dubai,Road,Perishables,8875.66,354.95,2.04,0.9,Hurricane,0.973,44.93,1,2024,3,March,1,3,1.2110709319772766,-1.7561384292549511
SC-13816,2024-11-13,Singapore,Antwerp,Rail,Automotive,5708.53,293.5,2.05,2.6,Clear,0.671,4.35,1,2024,11,November,4,2,-0.9010655338032113,-0.3597239075842934
SC-13817,2024-03-21,Busan,Los Angeles,Road,Perishables,12441.51,179.26,2.81,1.3,Hurricane,0.65,49.853750000000005,1,2024,3,March,1,3,2.099215282058284,0.660487674599448
SC-13818,2025-06-07,Singapore,Hamburg,Road,Textiles,12400.09,288.95,3.35,2.2,Fog,0.843,12.23,1,2025,6,June,2,1,0.4188912387265048,-0.1138568420692056
SC-13819,2024-07-27,Hamburg,Dubai,Road,Textiles,7421.58,171.79,1.6,1.1,Storm,0.903,14.77,1,2024,7,July,3,0,-0.2941279213828042,-1.1310562577309053
SC-13820,2024-06-08,Antwerp,Rotterdam,Sea,Textiles,5586.88,42.85,1.78,9.5,Storm,0.689,34.42,1,2024,6,June,2,2,0.9070975247282553,0.17884253584617135
SC-13821,2025-07-03,Shanghai,Busan,Road,Electronics,5757.12,496.41,2.02,2.8,Hurricane,0.873,31.29,1,2025,7,July,3,0,0.24530956125682876,-1.9005302375480864
SC-13822,2024-11-30,Shanghai,Los Angeles,Air,Pharmaceuticals,12182.86,64.46,4.41,4.4,Rain,0.942,0.86,1,2024,11,November,4,1,-0.012938662877508153,0.985842516841116
SC-13823,2025-02-04,Singapore,Hamburg,Road,Textiles,5258.6,37.1,2.51,9.0,Fog,0.883,6.9,1,2025,2,February,1,1,-0.46898049196890507,-0.05298455798617597
SC-13824,2025-08-23,Singapore,Antwerp,Air,Pharmaceuticals,3531.36,439.39,3.18,6.8,Storm,0.517,1.34,1,2025,8,August,3,2,-1.1175990079437874,0.4472602437269374
SC-13825,2025-10-11,Hamburg,Antwerp,Sea,Electronics,1727.98,151.62,2.0,6.2,Storm,0.914,9.85,1,2025,10,October,4,0,-1.1043332512565822,-0.9052084636706588
SC-13826,2025-10-27,Antwerp,Marseille,Road,Electronics,7267.05,325.5,2.82,7.1,Hurricane,0.887,46.83,1,2025,10,October,4,3,1.4528181677172476,-0.8599113431727221
SC-13827,2025-11-28,Antwerp,Marseille,Rail,Electronics,7490.92,165.17,1.44,8.3,Storm,0.835,22.92,1,2025,11,November,4,0,0.595681311334295,-1.0329455645973158
SC-13828,2025-10-20,Shanghai,Marseille,Rail,Perishables,12693.18,196.34,1.31,8.8,Hurricane,0.88,49.853750000000005,1,2025,10,October,4,3,2.6579183636105137,-1.4069948421624947
SC-13829,2024-03-08,Antwerp,Busan,Sea,Automotive,3707.96,131.79,2.75,6.4,Fog,0.99,9.99,0,2024,3,March,1,1,-0.8070908945412024,-0.620659680811965
SC-13830,2024-11-13,Los Angeles,Singapore,Rail,Pharmaceuticals,6024.37,172.18,2.52,8.9,Storm,0.716,17.45,1,2024,11,November,4,1,0.14317737012073053,0.13483667372346714
SC-13831,2025-12-16,Singapore,Busan,Rail,Pharmaceuticals,12221.88,205.94,1.65,5.4,Rain,0.534,12.7,0,2025,12,December,4,4,0.7772091313548268,0.2013846952608209
SC-13832,2025-03-23,Busan,Shanghai,Rail,Pharmaceuticals,12442.54,360.49,3.47,2.8,Clear,0.73,10.05,0,2025,3,March,1,4,0.38774317433454253,0.1544854701001542
SC-13833,2024-09-01,Antwerp,Dubai,Rail,Pharmaceuticals,6076.86,256.26,4.48,8.8,Rain,0.523,7.59,1,2024,9,September,3,2,-0.32582464048404514,1.934722602226368
SC-13834,2024-02-29,Busan,Marseille,Sea,Perishables,7157.3,471.84,2.51,5.4,Storm,0.647,38.58,1,2024,2,February,1,3,1.0116551873833122,-0.6199121522470681
SC-13835,2024-09-07,Antwerp,Marseille,Road,Pharmaceuticals,4897.65,21.9,3.26,9.1,Rain,0.793,4.54,1,2024,9,September,3,1,-0.6310133322365309,0.862661033572188
SC-13836,2024-03-29,Shanghai,Hamburg,Road,Pharmaceuticals,14022.05,252.03,4.38,0.4,Clear,0.655,8.29,1,2024,3,March,1,4,0.39403485223071955,1.4821323954283159
SC-13837,2025-03-20,Dubai,Busan,Road,Perishables,2220.33,292.53,3.94,4.0,Fog,0.843,1.79,1,2025,3,March,1,1,-1.5999985885023706,0.22573429086763966
SC-13838,2024-04-28,Singapore,Hamburg,Air,Perishables,14039.37,460.18,2.73,9.5,Storm,0.911,2.56,1,2024,4,April,2,1,0.7561301480051267,-1.478520298449334
SC-13839,2025-04-09,Busan,Singapore,Rail,Perishables,10416.06,25.53,3.63,2.5,Storm,0.71,24.09,0,2025,4,April,2,1,0.6816953297180275,1.5123044298071446
SC-13840,2025-09-18,Dubai,Singapore,Air,Perishables,8207.8,287.18,1.62,9.4,Storm,0.95,2.07,1,2025,9,September,3,0,-0.17576738576662365,-1.7945947363898342
SC-13841,2025-09-15,Los Angeles,Marseille,Air,Pharmaceuticals,973.56,426.96,2.89,9.5,Hurricane,0.54,0.98,1,2025,9,September,3,2,-1.3578118622701474,0.16510401367354183
SC-13842,2024-02-26,Shanghai,Marseille,Road,Pharmaceuticals,7396.14,121.72,2.12,8.8,Rain,0.92,7.14,1,2024,2,February,1,0,-0.12444508455098584,-0.7523172499164268
SC-13843,2024-11-12,Shanghai,Hamburg,Rail,Electronics,6412.35,438.27,1.73,5.6,Hurricane,0.914,45.26,1,2024,11,November,4,3,1.167220914958569,-2.0888414600618277
SC-13844,2025-11-13,Singapore,Rotterdam,Sea,Perishables,2837.67,10.5,2.61,6.5,Hurricane,0.661,40.84,1,2025,11,November,4,3,0.5129240822955212,0.9894666746392048
SC-13845,2025-11-04,Shanghai,Dubai,Rail,Textiles,10017.94,366.49,1.63,8.7,Fog,0.649,15.08,0,2025,11,November,4,3,0.7104836185779788,-0.8744243761773737
SC-13846,2024-06-28,Los Angeles,Singapore,Road,Electronics,14581.69,466.62,3.51,7.8,Storm,0.653,35.77,1,2024,6,June,2,3,2.2238415459519776,0.05198096132348513
SC-13847,2024-05-02,Rotterdam,Singapore,Air,Perishables,8651.74,328.94,2.71,6.3,Hurricane,0.906,5.57,1,2024,5,May,2,0,-0.19723424211691695,-0.9928174921597074
SC-13848,2024-01-13,Hamburg,Singapore,Road,Perishables,10863.92,220.08,2.95,9.8,Fog,0.916,14.67,1,2024,1,January,1,0,0.8030384819671231,-0.5217337652724109
SC-13849,2025-12-25,Dubai,Hamburg,Air,Automotive,1492.53,23.4,1.68,6.9,Storm,0.665,0.5,0,2025,12,December,4,2,-1.42452689367878,0.30252562691724855
SC-13850,2024-05-20,Antwerp,Marseille,Air,Perishables,6556.17,460.14,1.66,9.8,Clear,0.796,0.5,1,2024,5,May,2,0,-0.4651848729130197,-1.7796292741514403
SC-13851,2025-12-19,Busan,Los Angeles,Air,Electronics,2187.2,235.68,3.13,0.6,Clear,0.569,0.5,0,2025,12,December,4,1,-1.7950269726289296,0.9914900268807368
SC-13852,2024-01-12,Busan,Dubai,Road,Perishables,9385.54,15.47,4.45,1.4,Storm,0.734,17.24,1,2024,1,January,1,1,0.09931208452502714,2.02218548579698
SC-13853,2024-06-16,Rotterdam,Singapore,Air,Electronics,14107.99,345.22,1.52,4.5,Hurricane,0.999,6.89,1,2024,6,June,2,0,0.6484975868523236,-2.1873467839152494
SC-13854,2025-05-23,Los Angeles,Antwerp,Road,Pharmaceuticals,10095.78,241.44,2.14,3.8,Fog,0.579,10.4,0,2025,5,May,2,4,0.18646703276222867,0.24458881501790475
SC-13855,2024-12-21,Rotterdam,Marseille,Sea,Textiles,1613.64,63.05,4.07,7.8,Rain,0.974,3.24,1,2024,12,December,4,1,-1.391135227240016,0.5612056352527868
SC-13856,2025-06-19,Singapore,Dubai,Sea,Automotive,5642.66,107.92,1.44,1.6,Fog,0.912,12.89,0,2025,6,June,2,0,-0.6234674725500775,-1.0610018848027258
SC-13857,2025-06-13,Singapore,Marseille,Rail,Electronics,8484.62,33.18,4.09,9.8,Fog,0.986,13.41,1,2025,6,June,2,1,0.31404990235730523,0.6282567927837983
SC-13858,2024-09-22,Rotterdam,Los Angeles,Air,Pharmaceuticals,6346.51,287.57,2.93,3.2,Storm,0.59,0.92,1,2024,9,September,3,1,-0.9209206928644806,0.5741864793919838
SC-13859,2024-06-19,Hamburg,Shanghai,Rail,Perishables,12587.84,311.39,2.55,4.3,Clear,0.607,11.58,0,2024,6,June,2,4,0.6510854079486309,0.16878750585853977
SC-13860,2025-01-15,Antwerp,Busan,Air,Electronics,12312.73,253.37,2.22,2.7,Clear,0.508,0.5,1,2025,1,January,1,4,0.04838579894446536,0.5592540831062044
SC-13861,2024-05-09,Dubai,Rotterdam,Road,Automotive,9371.55,408.73,2.18,5.8,Hurricane,0.862,49.853750000000005,1,2024,5,May,2,3,1.8635925156884319,-1.4691766837567608
SC-13862,2024-10-02,Hamburg,Los Angeles,Air,Textiles,5915.14,430.64,2.21,0.6,Hurricane,0.822,2.43,1,2024,10,October,4,0,-1.1433037119647553,-1.3034861545478056
SC-13863,2024-04-30,Rotterdam,Dubai,Rail,Automotive,4202.38,308.2,4.12,1.5,Fog,0.589,4.43,1,2024,4,April,2,1,-1.2798522875564207,1.3251942799031682
SC-13864,2024-01-31,Rotterdam,Shanghai,Rail,Pharmaceuticals,2035.18,7.37,3.59,7.5,Fog,0.896,2.56,0,2024,1,January,1,1,-1.3314271690839765,0.742658592670435
SC-13865,2024-12-09,Busan,Los Angeles,Rail,Textiles,5646.02,347.92,3.41,1.9,Storm,0.65,12.86,1,2024,12,December,4,1,-0.6356759891335659,0.46004821674073015
SC-13866,2025-03-15,Hamburg,Busan,Air,Textiles,6491.0,209.58,3.84,2.4,Storm,0.567,1.02,1,2025,3,March,1,1,-0.9712249299522483,1.5668694208632046
SC-13867,2024-10-05,Dubai,Los Angeles,Sea,Automotive,10299.43,283.21,2.05,7.9,Rain,0.711,23.78,0,2024,10,October,4,0,1.0607131212324168,-0.5330902951882425
SC-13868,2025-06-20,Hamburg,Singapore,Sea,Pharmaceuticals,10043.32,324.89,3.24,0.9,Storm,0.545,43.15,0,2025,6,June,2,3,1.3819836588186225,0.8524897329831922
SC-13869,2024-03-06,Dubai,Singapore,Road,Automotive,1516.57,175.77,2.72,4.4,Hurricane,0.632,7.99,1,2024,3,March,1,2,-1.306730841802814,0.6282787290182469
SC-13870,2024-09-26,Singapore,Antwerp,Sea,Electronics,6231.26,458.63,3.78,0.2,Fog,0.686,12.99,0,2024,9,September,3,1,-0.6834239105353419,0.20127981071928114
SC-13871,2025-12-30,Rotterdam,Los Angeles,Road,Electronics,3135.79,67.85,2.22,3.5,Storm,0.926,6.37,1,2025,12,December,4,0,-1.218938166017602,-0.4719637937010857
SC-13872,2025-08-13,Singapore,Shanghai,Air,Perishables,2773.78,336.08,3.32,7.0,Storm,0.896,0.5,0,2025,8,August,3,1,-1.352436633782689,-0.5887798126003304
SC-13873,2025-10-04,Los Angeles,Hamburg,Air,Automotive,12495.88,3.18,4.11,0.9,Clear,0.721,0.63,0,2025,10,October,4,4,-0.14363542964059908,1.9071632771676692
SC-13874,2024-03-19,Singapore,Marseille,Rail,Electronics,1107.77,462.4,2.53,8.9,Storm,0.862,3.07,1,2024,3,March,1,0,-1.351416472975431,-1.4640482277835458
SC-13875,2025-05-23,Antwerp,Los Angeles,Sea,Pharmaceuticals,6578.15,57.14,1.42,9.1,Fog,0.784,19.83,0,2025,5,May,2,2,0.3874087378641592,-0.4766002525861202
SC-13876,2025-04-11,Dubai,Marseille,Road,Perishables,2938.95,48.35,2.9,1.0,Storm,0.67,5.1,1,2025,4,April,2,2,-1.44234747081841,1.093411257533559
SC-13877,2025-06-07,Los Angeles,Rotterdam,Rail,Automotive,13250.29,167.17,2.34,9.9,Clear,0.863,14.52,1,2025,6,June,2,0,1.232736251145233,-0.535136259870007
SC-13878,2025-01-03,Los Angeles,Antwerp,Air,Electronics,8577.09,187.41,3.42,3.0,Hurricane,0.842,3.71,1,2025,1,January,1,1,-0.5192916470011453,0.2769564849339998
SC-13879,2024-02-26,Los Angeles,Marseille,Air,Perishables,3855.02,107.94,4.34,0.8,Fog,0.81,0.5,0,2024,2,February,1,1,-1.603450293243078,1.318567591973201
SC-13880,2025-05-26,Shanghai,Dubai,Rail,Perishables,7785.2,292.98,2.8,0.1,Fog,0.809,7.77,0,2025,5,May,2,2,-0.6458132780727961,-0.3574375138945752
SC-13881,2025-08-03,Dubai,Antwerp,Air,Automotive,11106.55,222.01,2.74,4.1,Hurricane,0.841,5.2,1,2025,8,August,3,1,0.058117792730714,-0.3078476613700975
SC-13882,2024-06-19,Los Angeles,Singapore,Air,Textiles,14392.71,18.05,3.36,6.3,Hurricane,0.692,7.9,1,2024,6,June,2,4,0.8928305265494663,1.401765144357877
SC-13883,2025-01-11,Busan,Rotterdam,Rail,Pharmaceuticals,3696.47,160.51,1.54,3.3,Fog,0.935,4.44,0,2025,1,January,1,0,-1.2099515216570835,-1.290749789825623
SC-13884,2024-06-10,Busan,Rotterdam,Road,Perishables,13349.64,405.41,2.04,8.4,Rain,0.581,13.29,0,2024,6,June,2,3,1.1514012610086033,-0.45075472002607564
SC-13885,2024-09-18,Dubai,Los Angeles,Air,Perishables,14047.41,345.16,4.23,7.2,Clear,0.942,0.85,1,2024,9,September,3,1,0.4677576690216234,-0.1498339635416461
SC-13886,2024-04-15,Dubai,Hamburg,Rail,Perishables,13788.1,362.71,3.41,3.5,Clear,0.671,10.89,1,2024,4,April,2,4,0.7086518482427966,0.33399196490891325
SC-13887,2025-08-10,Hamburg,Antwerp,Sea,Pharmaceuticals,9713.51,349.36,1.24,7.3,Hurricane,0.563,49.853750000000005,1,2025,8,August,3,3,2.135359092130836,-0.7390395099512614
SC-13888,2025-11-21,Antwerp,Hamburg,Rail,Automotive,9632.4,156.18,1.88,9.4,Rain,0.8,12.83,1,2025,11,November,4,0,0.5676769600860677,-0.5665402660230079
SC-13889,2024-04-28,Dubai,Los Angeles,Air,Textiles,6346.55,50.73,3.45,0.9,Storm,0.688,0.6,1,2024,4,April,2,2,-1.1179099559369396,1.4016037186359807
SC-13890,2024-08-21,Rotterdam,Hamburg,Air,Electronics,11409.77,136.96,3.72,3.1,Hurricane,0.908,5.68,1,2024,8,August,3,1,0.012940904521319598,0.4059482709495618
SC-13891,2025-06-05,Shanghai,Antwerp,Air,Perishables,8203.76,416.06,3.97,4.6,Rain,0.715,0.65,1,2025,6,June,2,1,-0.6139568469892956,0.3274369023624104
SC-13892,2024-01-03,Busan,Singapore,Rail,Pharmaceuticals,10322.85,490.25,2.16,5.0,Clear,0.834,9.29,1,2024,1,January,1,0,0.17514686612719496,-1.6324950345083489
SC-13893,2024-02-15,Singapore,Antwerp,Air,Electronics,6712.64,247.43,4.27,5.4,Clear,0.654,0.79,0,2024,2,February,1,4,-0.7790390126387933,1.3507697017878728
SC-13894,2024-01-13,Busan,Antwerp,Sea,Electronics,11106.7,5.84,3.02,3.0,Fog,0.605,26.72,1,2024,1,January,1,3,0.994968760093212,1.5755700220031297
SC-13895,2024-09-07,Los Angeles,Antwerp,Air,Pharmaceuticals,12454.84,70.88,3.5,6.7,Rain,0.694,1.02,1,2024,9,September,3,4,0.2908913917557171,1.2950164645277171
SC-13896,2024-02-17,Singapore,Hamburg,Sea,Perishables,2623.33,161.72,3.17,6.5,Clear,0.803,4.6,0,2024,2,February,1,1,-1.1884125567388937,0.29219531558171785
SC-13897,2025-04-28,Los Angeles,Marseille,Sea,Pharmaceuticals,12577.48,289.71,1.61,5.8,Clear,0.828,22.13,0,2025,4,April,2,0,1.2028977993591983,-1.283552768596443
SC-13898,2025-01-07,Los Angeles,Busan,Rail,Textiles,8334.3,38.47,4.38,1.1,Storm,0.789,18.3,1,2025,1,January,1,1,-0.05832809690216797,1.6770512103369168
SC-13899,2025-01-27,Busan,Hamburg,Road,Automotive,12747.66,471.74,1.61,4.8,Hurricane,0.994,49.853750000000005,1,2025,1,January,1,3,2.3301745989634575,-2.575325661021938
SC-13900,2024-06-02,Los Angeles,Singapore,Road,Perishables,6753.87,183.18,2.04,3.6,Fog,0.846,6.81,0,2024,6,June,2,0,-0.5860173419127418,-0.6753256707361376
SC-13901,2024-07-02,Los Angeles,Antwerp,Sea,Automotive,5996.09,456.38,3.88,4.9,Rain,0.966,13.0,0,2024,7,July,3,1,-0.46844480286571,-0.8775816170703072
SC-13902,2024-02-06,Busan,Singapore,Rail,Perishables,13768.38,390.48,3.24,9.2,Rain,0.559,16.81,0,2024,2,February,1,4,1.3904243007558643,0.49474676846955495
SC-13903,2025-07-20,Dubai,Busan,Rail,Electronics,4141.95,377.96,3.97,4.8,Storm,0.531,11.15,1,2025,7,July,3,1,-0.7518720154166282,1.1660300398368186
SC-13904,2025-11-02,Antwerp,Rotterdam,Rail,Automotive,12741.08,303.75,2.9,0.1,Rain,0.655,11.43,0,2025,11,November,4,4,0.35576477364300996,0.29258421731899475
SC-13905,2025-03-05,Los Angeles,Marseille,Road,Textiles,7518.3,313.77,2.44,4.4,Rain,0.568,6.46,1,2025,3,March,1,2,-0.38086497798440405,0.2236961111364409
SC-13906,2024-08-17,Antwerp,Shanghai,Road,Perishables,7954.38,319.36,4.24,8.2,Hurricane,0.763,49.853750000000005,1,2024,8,August,3,3,1.749732606102149,0.6029143936119096
